DrugID,Descriptions
D00297,Phenylbutazone is an NSAID used to treat backache and ankylosing spondylitis.
D00299,Pioglitazone is a thiazolidinedione used adjunctively with diet and exercise to normalize glycemic levels in adults with type 2 diabetes mellitus.
D00301,"Piracetam is a nootropic cyclic GABA derivative used in myoclonus, sickle cell disease, alcohol dependence, and as a general cognitive enhancer."
D00303,Polythiazide is a thiazide diuretic used in the management of hypertension and treatment of edema.
D00304,Potassium chloride is a potassium salt used to treat hypokalemia.
D00305,A beta-adrenergic antagonist that has been used in the emergency treatment of cardiac arrhythmias.
D00306,Prazepam is a benzodiazepine used to manage more severe forms of anxiety disorders.
D00307,Praziquantel is an anthelmintic medication used to treat a number of parasitic worm infections such as schistosomiasis.
D00308,Prazosin is an alpha-blocker that causes a decrease in total peripheral resistance and is used to treat hypertension.
D00309,Prilocaine is a local anesthetic used in dental procedures.
D00310,Primaquine is an antimalarial indicated to prevent relapse of vivax malaria.
D00311,"Primidone is an antiepileptic used to treat grand mal, psychomotor, and focal epileptic seizures."
D00312,"Probenecid is a medication used to treat gouty arthritis, tophaceous gout, and hyperuricemia."
D00313,"A drug used to lower LDL and HDL cholesterol yet has little effect on serum-triglyceride or VLDL cholesterol. (From Martindale, The Extra Pharmacopoeia, 30th ed, p993)."
D00314,Procainamide is a medication used to treat life threatening ventricular arrhythmias.
D00315,Procarbazine is an antineoplastic agent indicated for the treatment of stage III and stage IV Hodgkin's disease in combination with other chemotherapeutic agents.
D00317,Prochlorperazine is a phenothiazine derivative used in the treatment of schizophrenia and anxiety and to relieve severe nausea and vomiting.
D00318,Procyclidine is an antispasmodic drug used to treat parkinsonism of various types and in the treatment of extrapyramidal symptoms.
D00319,Promazine is a phenothiazine used to manage schizophrenia.
D00321,Propafenone is a Class 1C antiarrhythmic agent used in the management of paroxysmal atrial fibrillation/flutter and ventricular arrhythmias.
D00322,"Propantheline is an antimuscarinic agent used to treat urinary incontinence, hyperhidrosis, as well as cramps and spasms of the stomach, intestines, and bladder."
D00323,Propiverine is an antimuscarinic agent used to treat urinary incontinence or increased urinary frequency or urgency.
D00324,"Propranolol is a non-selective beta adrenergic antagonist used to treat hypertension, angina, atrial fibrillation, myocardial infarction, migraine, essential tremor, hypertrophic subaortic stenosis, and pheochromocytoma."
D00325,Pyridostigmine is a cholinesterase inhibitor used for symptomatic treatment of myasthenia gravis and congenital myasthenic syndromes and to reverse neuromuscular blockade by nondepolarizing muscle relaxants.
D00326,"Mepyramine is an antihistamine agent used for the symptomatic treatment of allergy, hypersensitivity reactions, and pruritic skin disorders."
D00327,Pyrimethamine is an antiparasitic drug used in the prevention and treatment of toxoplasmosis and malaria.
D00328,Quazepam is a long-acting benzodiazepine used to manage insomnia.
D00329,"Quetiapine is a psychotropic agent used for the management of bipolar disorder, schizophrenia, and major depressive disorder."
D00330,"Rabeprazole is a proton pump inhibitor used to help gastrointestinal ulcers heal, to treat symptoms of gastroesophageal reflux disease (GERD), to eradicate Helicobacter pylori, and to treat hypersecretory conditions such as Zollinger-Ellison Syndrome."
D00331,Raloxifene is a selective estrogen receptor modulator that is used to prevent and treat osteoporosis and reduce the risk of invasive breast cancer in high-risk postmenopausal women.
D00333,Riluzole is a glutamate antagonist used to treat amyotrophic lateral sclerosis.
D00337,Ropinirole is a non-ergoline dopamine agonist used to treat the symptoms of Parkinson's disease and Restless Legs Syndrome.
D00339,"Salsalate is a nonsteroidal anti-inflammatory agent used in the symptomatic relief of rheumatoid arthritis, osteoarthritis and related rheumatic disorders."
D00340,Secobarbital is a barbiturate used for the short-term treatment of insomnia.
D00341,Sodium chloride is an ingredient found in a variety of nutritional products as a source of electrolytes and water.
D00342,Picosulfuric acid is a stimulant laxative used for cleansing of the colon as a preparation for colonoscopy in adults.
D00343,Risedronic acid is a bisphosphonate used to treat osteoporosis and Paget's disease.
D00344,Sotalol is a methane sulfonanilide beta adrenergic antagonist used to treat life-threatening ventricular arrhythmias and to maintain sinus rhythm in atrial fibrillation or flutter.
D00345,"Imatinib is a tyrosine kinase inhibitor used to treat a number of leukemias, myelodysplastic/myeloproliferative disease, systemic mastocytosis, hypereosinophilic syndrome, dermatofibrosarcoma protuberans, and gastrointestinal stromal tumors."
D00346,"Vorinostat is a histone deacetylase (HDAC) inhibitor used for the treatment of cutaneous manifestations in patients with progressive, persistent, or recurrent cutaneous T- cell lymphoma (CTCL) following prior systemic therapies."
D00347,Sulfamethizole is a sulfonamide antibiotic used to treat a wide variety of susceptible bacterial infections.
D00348,"Sulfasalazine is a salicylate used to treat Crohn's disease, ulcerative colitis, and rheumatoid arthritis."
D00349,Sulfinpyrazone is a platelet inhibitory and uricosuric agent used to inhibit thrombotic and embolic processes and to manage the chronic phases of gout .
D00350,Sulpiride is a selective D2 dopamine receptor antagonist indicated to treat chronic and acute schizophrenia.
D00351,Sulthiame is a carbonic anhydrase inhibitor used primarily in benign focal epilepsies of childhood that may be useful as an adjunct therapy in a variety of other refractory epilepsies.
D00355,"Temazepam is a short-acting benzodiazepine commonly used to treat panic disorders, severe anxiety, and insomnia."
D00356,Temozolomide is an alkylating agent used to treat glioblastoma multiforme and refractory anaplastic astrocytoma.
D00358,Terfenadine is an antihistamine for the treatment of allergy symptoms.
D00359,"Thalidomide is a medication used to treat cancers, particularly newly diagnosed multiple myeloma, and erythema nodosum leprosum."
D00360,The coenzyme form of Vitamin B1 present in many animal tissues. It is a required intermediate in the pyruvate dehydrogenase complex and the ketoglutarate dehydrogenase complex.
D00361,Thiethylperazine is a drug used for the treatment of nausea and vomiting.
D00362,Thioridazine is a phenothiazine antipsychotic used to treat schizophrenia and generalized anxiety disorder.
D00363,Thiotepa is an alkylating agent used to prevent graft rejection in stem cell transplantation and to treat a variety of malignancies including certain types of adenocarcinoma and superficial bladder carcinomas.
D00364,Tiaprofenic acid is a nonsteroidal anti-inflammatory (NSAID) used to manage inflammation and analgesia associated with rheumatoid arthritis and osteoarthritis.
D00365,"Ticlopidine is a platelet aggregation inhibitor used in the prevention of conditions associated with thrombi, such as stroke and transient ischemic attacks (TIA)."
D00367,Tiopronin is a thiol agent indicated for the prevention of kidney stone formation in patients with severe homozygous cystinuria.
D00368,Tizanidine is an alpha-2 adrenergic agonist used for the short-term treatment of muscle spasticity.
D00369,Tolazamide is a sulfonylurea used in the treatment of non insulin dependent diabetes mellitus.
D00370,Tolbutamide is a sulfonylurea used to treat hyperglycemia in patients with type 2 diabetes mellitus.
D00371,"Tolmetin is an NSAID used to treat acute flares of various painful conditions and used for the long term management of osteoarthritis, rheumatoid arthritis, and juvenile arthritis."
D00373,Trazodone is a serotonin uptake inhibitor used to treat major depressive disorder.
D00374,Triamterene is a potassium-sparing diuretic used in the treatment of edema and in the management of hypertension.
D00375,Triazolam is a benzodiazepine used for short term treatment of insomnia.
D00376,Triethylenetetramine is a copper chelating agent used for the management of Wilson's disease in cases where penicillamine therapy is clinically inappropriate.
